epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,2883.49,0.345,0.54821,0.32695,0.89529,0.61067,0.58751,0.592,0.52176,0.57915,0.54968,0.53947,0.47388,0.72404,2.86397,1.29217,1.15444,0.00028475,0.00028475,0.00028475
119,2908.46,0.3488,0.54298,0.32627,0.89441,0.61576,0.60168,0.58917,0.52788,0.58653,0.56819,0.54467,0.47774,0.72479,2.74133,1.26732,1.13556,0.0002765,0.0002765,0.0002765
120,2933.41,0.33786,0.53258,0.31692,0.89376,0.61773,0.59836,0.56857,0.50722,0.58389,0.556,0.52877,0.46457,0.68547,2.78573,1.25304,1.12624,0.00026825,0.00026825,0.00026825
121,2958.48,0.35424,0.53055,0.31994,0.89066,0.58111,0.60595,0.57486,0.51582,0.54543,0.56301,0.52183,0.46509,0.70728,2.84407,1.30239,1.1199,0.00026,0.00026,0.00026
122,2983.55,0.34365,0.55967,0.32083,0.89309,0.59325,0.57605,0.5596,0.50095,0.56612,0.54681,0.51472,0.45527,0.71014,2.88338,1.31896,1.12927,0.00025175,0.00025175,0.00025175
123,3008.93,0.34426,0.54325,0.32483,0.89541,0.59504,0.60024,0.57613,0.51129,0.56855,0.56597,0.52912,0.46447,0.72101,2.90531,1.38343,1.14913,0.0002435,0.0002435,0.0002435
124,3034.57,0.33364,0.53941,0.3125,0.88874,0.60693,0.57661,0.58636,0.51051,0.57768,0.542,0.52099,0.45904,0.7343,2.9701,1.40331,1.16697,0.00023525,0.00023525,0.00023525
125,3059.9,0.34083,0.51487,0.31464,0.89294,0.59528,0.58408,0.57516,0.50917,0.56941,0.55296,0.52381,0.46802,0.73993,2.8226,1.39523,1.16716,0.000227,0.000227,0.000227
126,3085.29,0.34438,0.52831,0.31207,0.89508,0.60469,0.59067,0.58746,0.51955,0.58014,0.56733,0.53417,0.47319,0.71195,2.68501,1.30765,1.15427,0.00021875,0.00021875,0.00021875
127,3110.66,0.33721,0.52851,0.30608,0.8864,0.60733,0.58858,0.58506,0.51431,0.57594,0.55657,0.53519,0.46799,0.71884,2.78494,1.24054,1.18873,0.0002105,0.0002105,0.0002105
128,3135.83,0.33382,0.51627,0.30446,0.88955,0.60657,0.59591,0.58397,0.51781,0.57268,0.55948,0.52223,0.46515,0.68966,2.67243,1.29886,1.11308,0.00020225,0.00020225,0.00020225
129,3159.33,0.33092,0.52171,0.30866,0.89588,0.59282,0.60617,0.58061,0.51222,0.55851,0.56744,0.51734,0.45777,0.66752,2.73164,1.34882,1.11807,0.000194,0.000194,0.000194
130,3182.66,0.33226,0.5325,0.30501,0.88148,0.60996,0.60869,0.59179,0.52629,0.56527,0.55941,0.51732,0.46732,0.67914,2.61719,1.31698,1.1455,0.00018575,0.00018575,0.00018575
131,3205.72,0.33964,0.54494,0.3124,0.8965,0.61477,0.59657,0.58495,0.51871,0.56427,0.58236,0.52348,0.4664,0.67292,2.74057,1.33721,1.13026,0.0001775,0.0001775,0.0001775
132,3230.7,0.31901,0.50131,0.29434,0.88716,0.58503,0.60327,0.57465,0.51613,0.56908,0.56032,0.5322,0.46942,0.6625,2.91051,1.31299,1.10345,0.00016925,0.00016925,0.00016925
133,3256.03,0.32578,0.52114,0.29793,0.88573,0.59158,0.60315,0.5862,0.52118,0.56617,0.57381,0.53651,0.47618,0.7095,2.73297,1.34876,1.15421,0.000161,0.000161,0.000161
134,3281.49,0.32711,0.52335,0.29815,0.89186,0.60233,0.59114,0.58654,0.52396,0.55399,0.57036,0.52729,0.47162,0.66463,2.89419,1.27159,1.12095,0.00015275,0.00015275,0.00015275
135,3306.66,0.3242,0.52497,0.29843,0.88349,0.58598,0.60534,0.58946,0.5259,0.55074,0.57092,0.53057,0.4722,0.6894,2.80428,1.33809,1.15145,0.0001445,0.0001445,0.0001445
136,3332.41,0.31164,0.4977,0.28807,0.8835,0.5855,0.58967,0.57799,0.51815,0.55164,0.56105,0.52086,0.4639,0.68202,2.79544,1.33894,1.14621,0.00013625,0.00013625,0.00013625
137,3357.84,0.32275,0.50187,0.29564,0.8887,0.58857,0.59309,0.57508,0.51746,0.55332,0.5643,0.519,0.46232,0.67332,2.80353,1.36611,1.12756,0.000128,0.000128,0.000128
138,3383.09,0.3198,0.49738,0.29452,0.885,0.59809,0.57612,0.58066,0.52144,0.53693,0.56149,0.50967,0.46212,0.66624,2.81419,1.38016,1.11823,0.00011975,0.00011975,0.00011975
139,3408.48,0.31439,0.486,0.29038,0.8861,0.57095,0.61216,0.57456,0.51406,0.53901,0.56472,0.50016,0.45254,0.68799,2.8479,1.40938,1.13131,0.0001115,0.0001115,0.0001115
140,3433.47,0.31595,0.48698,0.28886,0.87969,0.57927,0.6086,0.57031,0.50934,0.54354,0.56573,0.50926,0.45315,0.72551,2.96978,1.42329,1.17674,0.00010325,0.00010325,0.00010325
141,3483.72,0.27355,0.41696,0.25965,0.86257,0.58108,0.59934,0.5676,0.50471,0.55297,0.56747,0.5146,0.44207,0.73258,3.24155,1.43544,1.17833,9.5e-05,9.5e-05,9.5e-05
142,3516.31,0.25856,0.40295,0.24137,0.85081,0.58843,0.60303,0.57479,0.5132,0.5626,0.57298,0.52675,0.46224,0.73036,3.14699,1.38013,1.19381,8.675e-05,8.675e-05,8.675e-05
143,3548.94,0.26051,0.38511,0.23231,0.85644,0.59197,0.59678,0.56793,0.50412,0.56615,0.56673,0.51725,0.45517,0.71939,2.98806,1.40967,1.20681,7.85e-05,7.85e-05,7.85e-05
144,3581.42,0.24876,0.38146,0.23017,0.8528,0.58281,0.60521,0.5617,0.50063,0.55732,0.57572,0.5132,0.44929,0.69726,3.04707,1.31992,1.18571,7.025e-05,7.025e-05,7.025e-05
145,3613.31,0.24707,0.38786,0.22952,0.84363,0.59207,0.59391,0.57406,0.50969,0.55246,0.5712,0.51378,0.45703,0.67206,3.04713,1.31652,1.13157,6.2e-05,6.2e-05,6.2e-05
146,3645.63,0.23744,0.37415,0.21417,0.84623,0.58019,0.60636,0.57556,0.50889,0.54738,0.57169,0.51164,0.45511,0.67117,3.04273,1.38475,1.14311,5.375e-05,5.375e-05,5.375e-05
147,3678.33,0.24326,0.37661,0.21749,0.84577,0.57835,0.60843,0.56687,0.50389,0.54473,0.57316,0.50678,0.44982,0.68896,2.90851,1.41782,1.17209,4.55e-05,4.55e-05,4.55e-05
148,3710.8,0.23284,0.36708,0.21337,0.84246,0.57803,0.61028,0.56555,0.50284,0.54683,0.57455,0.50485,0.45099,0.68105,3.14639,1.37119,1.15583,3.725e-05,3.725e-05,3.725e-05
149,3743.15,0.23369,0.35833,0.21518,0.84347,0.57779,0.60353,0.57191,0.51077,0.54538,0.57455,0.51265,0.45634,0.67141,3.14532,1.34341,1.14891,2.9e-05,2.9e-05,2.9e-05
150,3775.52,0.22738,0.36505,0.21114,0.84263,0.57956,0.60795,0.57214,0.51228,0.54826,0.57263,0.51404,0.45865,0.67131,3.12753,1.35692,1.14956,2.075e-05,2.075e-05,2.075e-05
