epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,2536.93,0.43187,0.66569,0.42367,0.92336,0.59631,0.57398,0.57083,0.4976,0.55337,0.56075,0.5168,0.44013,0.76616,2.64125,1.47408,1.14419,0.000726125,0.000726125,0.000726125
129,2553.56,0.43998,0.70848,0.43714,0.93479,0.59392,0.56773,0.58484,0.50574,0.52875,0.56832,0.52263,0.4334,0.78028,2.74641,1.36635,1.13179,0.000722,0.000722,0.000722
130,2570.55,0.43606,0.7071,0.43016,0.91914,0.57526,0.59937,0.58414,0.50112,0.53398,0.53825,0.50029,0.42303,0.76647,2.68151,1.40343,1.15161,0.000717875,0.000717875,0.000717875
131,2587.38,0.44651,0.72389,0.43842,0.93097,0.59471,0.61636,0.58328,0.49616,0.56531,0.58657,0.52577,0.42251,0.78539,2.45994,1.25577,1.16957,0.00071375,0.00071375,0.00071375
132,2604.66,0.4381,0.66329,0.42117,0.92821,0.57742,0.61025,0.58549,0.51359,0.55452,0.58574,0.5569,0.44783,0.69438,2.57969,1.2574,1.0409,0.000709625,0.000709625,0.000709625
133,2621.69,0.44379,0.7171,0.43251,0.92839,0.60623,0.58904,0.57421,0.49974,0.57565,0.56441,0.52681,0.43683,0.74143,2.78348,1.30521,1.11346,0.0007055,0.0007055,0.0007055
134,2638.78,0.43717,0.70781,0.43418,0.93087,0.6036,0.58986,0.56605,0.48371,0.56863,0.56051,0.51226,0.41229,0.83411,2.71122,1.45985,1.18632,0.000701375,0.000701375,0.000701375
135,2655.94,0.42864,0.71757,0.42803,0.92124,0.59458,0.62264,0.58381,0.49928,0.54786,0.57192,0.5255,0.4287,0.74706,2.44354,1.20626,1.10632,0.00069725,0.00069725,0.00069725
136,2672.97,0.41614,0.67866,0.42279,0.92108,0.58975,0.60323,0.58937,0.51206,0.5584,0.56464,0.54096,0.44774,0.74136,2.44569,1.26854,1.08486,0.000693125,0.000693125,0.000693125
137,2691.42,0.43414,0.67505,0.42981,0.9276,0.5819,0.59703,0.56804,0.48967,0.5336,0.55887,0.50313,0.41965,0.75684,2.70386,1.37274,1.14159,0.000689,0.000689,0.000689
138,2711.12,0.42626,0.66931,0.42391,0.92069,0.60001,0.57053,0.55379,0.47084,0.56181,0.52764,0.50153,0.4272,0.76808,2.53034,1.48786,1.12457,0.000684875,0.000684875,0.000684875
139,2730.63,0.43989,0.66394,0.4227,0.92678,0.57283,0.61646,0.56034,0.49049,0.5454,0.58435,0.51028,0.43116,0.73795,2.70015,1.46546,1.10584,0.00068075,0.00068075,0.00068075
140,2749.93,0.43729,0.68084,0.41622,0.92192,0.57638,0.6092,0.56907,0.47854,0.54942,0.57249,0.50235,0.42603,0.78097,2.45814,1.29478,1.11936,0.000676625,0.000676625,0.000676625
141,2783.58,0.44123,0.65769,0.4265,0.9277,0.61278,0.56047,0.56246,0.48099,0.5775,0.52861,0.49376,0.41122,0.73505,2.50273,1.33499,1.045,0.0006725,0.0006725,0.0006725
142,2824.22,0.44101,0.66991,0.43702,0.92946,0.60906,0.56005,0.55716,0.48193,0.57594,0.53391,0.50162,0.40862,0.75892,2.40565,1.36322,1.07772,0.000668375,0.000668375,0.000668375
143,2857.67,0.42016,0.65914,0.41679,0.92693,0.59593,0.59798,0.56664,0.49127,0.56252,0.55221,0.49664,0.40476,0.73917,2.38715,1.43494,1.05752,0.00066425,0.00066425,0.00066425
144,2874.04,0.43079,0.67177,0.42585,0.92629,0.60569,0.58123,0.56183,0.49351,0.57053,0.55155,0.50779,0.41734,0.71786,2.40176,1.3917,1.05484,0.000660125,0.000660125,0.000660125
145,2890.36,0.42621,0.69043,0.42136,0.92117,0.59054,0.58474,0.55861,0.48523,0.5404,0.56723,0.50051,0.41172,0.77791,2.68287,1.45503,1.10691,0.000656,0.000656,0.000656
146,2906.9,0.42869,0.67104,0.42153,0.92488,0.60345,0.55418,0.56951,0.49648,0.55217,0.54912,0.51898,0.43244,0.75827,2.68152,1.29596,1.12643,0.000651875,0.000651875,0.000651875
147,2923.2,0.42685,0.67972,0.41917,0.92765,0.56513,0.6149,0.56065,0.49243,0.53555,0.57917,0.51055,0.42386,0.7426,2.74965,1.45344,1.08812,0.00064775,0.00064775,0.00064775
148,2939.53,0.43024,0.68047,0.41307,0.91453,0.58603,0.60561,0.56423,0.48683,0.55431,0.56792,0.51196,0.43057,0.76886,2.58362,1.36136,1.10884,0.000643625,0.000643625,0.000643625
149,2956.06,0.42889,0.65468,0.41181,0.91699,0.58634,0.60889,0.56926,0.49799,0.54018,0.56986,0.51649,0.44059,0.79381,2.46827,1.45277,1.17318,0.0006395,0.0006395,0.0006395
150,2972.86,0.43139,0.67073,0.42454,0.91827,0.61253,0.56279,0.56786,0.49144,0.58039,0.5222,0.51394,0.43678,0.80857,2.4943,1.45303,1.18785,0.000635375,0.000635375,0.000635375
151,2989.22,0.43465,0.67511,0.43109,0.91931,0.60044,0.59872,0.57505,0.4998,0.52869,0.587,0.50949,0.42626,0.75406,2.61603,1.4132,1.13843,0.00063125,0.00063125,0.00063125
152,3005.87,0.41857,0.67158,0.40618,0.91632,0.57065,0.60971,0.5782,0.51298,0.5599,0.59351,0.54351,0.44609,0.68962,2.39225,1.27841,1.05576,0.000627125,0.000627125,0.000627125
153,3022.9,0.41917,0.6406,0.4087,0.91669,0.58643,0.61514,0.57265,0.49362,0.55367,0.58098,0.52617,0.43178,0.76101,2.47821,1.32685,1.14102,0.000623,0.000623,0.000623
154,3040.07,0.40846,0.64439,0.40895,0.91172,0.59858,0.59835,0.57577,0.49303,0.5879,0.58365,0.54394,0.45011,0.73548,2.34986,1.29466,1.11756,0.000618875,0.000618875,0.000618875
155,3057.06,0.41594,0.66185,0.40087,0.91955,0.5735,0.59729,0.56078,0.48793,0.53754,0.55897,0.50892,0.42871,0.73506,2.50225,1.43602,1.07728,0.00061475,0.00061475,0.00061475
156,3074.19,0.42604,0.67511,0.41001,0.9209,0.57704,0.61161,0.54549,0.46498,0.53953,0.57556,0.48527,0.41171,0.79024,2.64117,1.42918,1.14661,0.000610625,0.000610625,0.000610625
157,3091.01,0.4111,0.62964,0.39302,0.91019,0.58806,0.58013,0.53365,0.47143,0.55802,0.55229,0.49399,0.42114,0.73742,2.52213,1.49244,1.08302,0.0006065,0.0006065,0.0006065
158,3107.94,0.41941,0.65405,0.40518,0.91899,0.60581,0.56117,0.56378,0.49825,0.56981,0.55139,0.52487,0.44698,0.72144,2.42381,1.36683,1.05142,0.000602375,0.000602375,0.000602375
159,3125.1,0.41314,0.64144,0.39391,0.91821,0.60157,0.57036,0.57141,0.50225,0.56473,0.53704,0.51756,0.43697,0.74938,2.70403,1.38745,1.10739,0.00059825,0.00059825,0.00059825
160,3142.95,0.4083,0.66066,0.397,0.91146,0.57948,0.6138,0.57832,0.49784,0.55427,0.58385,0.52087,0.44606,0.76353,2.73466,1.33378,1.14853,0.000594125,0.000594125,0.000594125
161,3163.91,0.4153,0.66881,0.39575,0.91458,0.58849,0.569,0.56093,0.49585,0.50313,0.56022,0.48078,0.41369,0.72189,2.75842,1.38869,1.08152,0.00059,0.00059,0.00059
162,3184.63,0.41446,0.6628,0.40065,0.91204,0.57221,0.62987,0.57018,0.49813,0.53037,0.58284,0.49797,0.41865,0.76102,2.6355,1.31258,1.12252,0.000585875,0.000585875,0.000585875
163,3205.19,0.41129,0.64424,0.39762,0.91642,0.59124,0.59907,0.56761,0.50519,0.55323,0.56056,0.50082,0.4233,0.73391,2.68048,1.32817,1.08078,0.00058175,0.00058175,0.00058175
164,3225.44,0.41103,0.64703,0.39267,0.91424,0.61435,0.57377,0.55849,0.49894,0.54335,0.5434,0.49038,0.4154,0.75579,2.76063,1.41793,1.13247,0.000577625,0.000577625,0.000577625
165,3246.28,0.41414,0.67818,0.39607,0.91551,0.57061,0.61806,0.58357,0.51259,0.53716,0.57595,0.52075,0.45592,0.7295,2.49942,1.32553,1.07848,0.0005735,0.0005735,0.0005735
166,3267.05,0.41078,0.63137,0.39348,0.91441,0.56563,0.60662,0.57869,0.51455,0.54648,0.56215,0.51698,0.44191,0.77738,2.43556,1.36362,1.15423,0.000569375,0.000569375,0.000569375
167,3287.37,0.41128,0.6334,0.38806,0.91332,0.5929,0.57659,0.5705,0.50048,0.54865,0.56294,0.50548,0.42542,0.70951,2.65107,1.38647,1.09811,0.00056525,0.00056525,0.00056525
168,3307.76,0.41068,0.64773,0.39089,0.91288,0.59673,0.56417,0.57921,0.50445,0.56715,0.53569,0.53588,0.44251,0.7069,2.38764,1.32304,1.07182,0.000561125,0.000561125,0.000561125
169,3328.36,0.41032,0.64908,0.39592,0.91162,0.58598,0.60523,0.58359,0.50612,0.53943,0.55355,0.5202,0.43554,0.7658,2.66111,1.33526,1.10703,0.000557,0.000557,0.000557
170,3349.05,0.40558,0.62529,0.38303,0.90764,0.6072,0.57653,0.58294,0.51854,0.55785,0.58569,0.54587,0.46065,0.68786,2.44588,1.39006,1.05167,0.000552875,0.000552875,0.000552875
171,3370.03,0.41214,0.63871,0.39739,0.90904,0.56606,0.61677,0.58557,0.51785,0.53952,0.58353,0.52692,0.45963,0.69292,2.38694,1.32336,1.03309,0.00054875,0.00054875,0.00054875
172,3390.58,0.40911,0.64603,0.37774,0.90753,0.60135,0.56301,0.5787,0.50707,0.5655,0.53141,0.51836,0.45192,0.75868,2.67903,1.34574,1.1274,0.000544625,0.000544625,0.000544625
173,3411.35,0.40321,0.63136,0.382,0.90458,0.57853,0.59621,0.55343,0.48794,0.53994,0.54912,0.48733,0.42816,0.72436,2.58822,1.39789,1.08122,0.0005405,0.0005405,0.0005405
174,3431.69,0.39453,0.62273,0.37797,0.90661,0.57305,0.60075,0.55376,0.4923,0.54212,0.55306,0.49581,0.42657,0.72936,2.75892,1.40451,1.08802,0.000536375,0.000536375,0.000536375
175,3452.45,0.40631,0.60951,0.39697,0.91201,0.59701,0.5914,0.57615,0.5147,0.55398,0.55626,0.51359,0.43558,0.73013,2.60828,1.26261,1.09373,0.00053225,0.00053225,0.00053225
176,3472.93,0.41628,0.64019,0.39172,0.91381,0.59026,0.57534,0.54835,0.48097,0.54869,0.54316,0.49079,0.41913,0.73902,2.79891,1.35415,1.11845,0.000528125,0.000528125,0.000528125
177,3493.64,0.39965,0.60937,0.38649,0.90777,0.59519,0.58123,0.56043,0.49752,0.56892,0.5582,0.52097,0.45293,0.69761,2.78174,1.38664,1.04811,0.000524,0.000524,0.000524
178,3514.39,0.3978,0.632,0.3821,0.90691,0.60066,0.57791,0.57113,0.5079,0.5642,0.54661,0.51256,0.44875,0.70768,2.74623,1.37823,1.08637,0.000519875,0.000519875,0.000519875
179,3535.5,0.40145,0.62473,0.37409,0.90957,0.59014,0.58149,0.56942,0.50524,0.57128,0.56233,0.5205,0.46587,0.67623,2.68972,1.37064,1.03447,0.00051575,0.00051575,0.00051575
180,3556.58,0.40444,0.64208,0.37927,0.91176,0.59084,0.58654,0.55736,0.48947,0.55869,0.55577,0.50357,0.43426,0.72549,2.62043,1.39096,1.10014,0.000511625,0.000511625,0.000511625
181,3573.23,0.40315,0.64156,0.3835,0.90773,0.60002,0.56565,0.54276,0.48306,0.55585,0.56736,0.50978,0.4288,0.71409,2.74734,1.43537,1.08576,0.0005075,0.0005075,0.0005075
182,3590.61,0.40943,0.61491,0.38031,0.90889,0.57496,0.59574,0.55295,0.4829,0.54782,0.56728,0.50682,0.42614,0.73818,2.5682,1.48163,1.07492,0.000503375,0.000503375,0.000503375
183,3607.9,0.39407,0.61515,0.37443,0.90858,0.56973,0.62164,0.56268,0.49387,0.54395,0.59316,0.50381,0.43718,0.71013,2.60656,1.43711,1.04833,0.00049925,0.00049925,0.00049925
184,3625.09,0.39029,0.62206,0.37631,0.90558,0.83411,0.58875,0.56028,0.4946,0.80896,0.56393,0.50248,0.442,0.71107,2.7614,1.26659,1.06843,0.000495125,0.000495125,0.000495125
185,3642.15,0.38595,0.63315,0.37203,0.90222,0.8056,0.61082,0.56124,0.4888,0.8021,0.55883,0.50736,0.42185,0.72581,2.70639,1.38925,1.03915,0.000491,0.000491,0.000491
186,3659.4,0.39096,0.59702,0.36829,0.9081,0.56858,0.59784,0.57126,0.50625,0.54832,0.55902,0.50425,0.43115,0.67069,2.70596,1.29083,0.99533,0.000486875,0.000486875,0.000486875
187,3676.49,0.39365,0.62357,0.37264,0.90959,0.57801,0.59612,0.54425,0.48308,0.53841,0.55593,0.47659,0.41229,0.69597,2.87395,1.38085,1.08938,0.00048275,0.00048275,0.00048275
188,3693.98,0.3961,0.62971,0.37046,0.90532,0.57969,0.60958,0.55975,0.4968,0.55016,0.57866,0.50618,0.43019,0.7222,2.85839,1.3222,1.10085,0.000478625,0.000478625,0.000478625
189,3711.18,0.39698,0.64444,0.3797,0.9111,0.58208,0.59169,0.55198,0.49172,0.54992,0.56788,0.50303,0.4407,0.70079,2.7497,1.37243,1.05555,0.0004745,0.0004745,0.0004745
190,3728.11,0.37807,0.61709,0.36034,0.90201,0.59833,0.58407,0.55781,0.49,0.54773,0.54613,0.4874,0.41699,0.7356,2.7678,1.34366,1.11897,0.000470375,0.000470375,0.000470375
191,3746.69,0.38858,0.63326,0.3687,0.90898,0.59801,0.59075,0.55917,0.49197,0.54437,0.53787,0.49013,0.41772,0.70697,2.64903,1.3482,1.08678,0.00046625,0.00046625,0.00046625
192,3767.88,0.39269,0.63119,0.38107,0.90938,0.58407,0.59006,0.54968,0.48322,0.55127,0.55591,0.49736,0.41784,0.71855,2.72149,1.39584,1.09494,0.000462125,0.000462125,0.000462125
193,3789,0.38374,0.61123,0.364,0.90573,0.58943,0.57067,0.54744,0.48503,0.54553,0.55154,0.49172,0.42363,0.7071,2.59943,1.35271,1.05694,0.000458,0.000458,0.000458
194,3809.46,0.37891,0.57816,0.36228,0.89793,0.59128,0.59354,0.56033,0.49121,0.55609,0.55944,0.49083,0.41862,0.69252,2.53575,1.39152,1.0636,0.000453875,0.000453875,0.000453875
195,3830.28,0.36318,0.58073,0.3601,0.89931,0.60157,0.56856,0.56012,0.4901,0.55966,0.52838,0.48519,0.41399,0.69971,2.66833,1.39823,1.07275,0.00044975,0.00044975,0.00044975
196,3848.82,0.37851,0.57759,0.36172,0.89851,0.59551,0.57189,0.55389,0.48993,0.56584,0.54983,0.50038,0.4218,0.66446,2.62296,1.43173,1.00708,0.000445625,0.000445625,0.000445625
197,3865.95,0.37668,0.57358,0.36121,0.90431,0.60113,0.56834,0.54212,0.47668,0.57442,0.53712,0.49179,0.42246,0.69102,2.62507,1.41276,1.05285,0.0004415,0.0004415,0.0004415
198,3886.26,0.38016,0.60386,0.35769,0.90134,0.60295,0.57411,0.55226,0.48596,0.56758,0.55884,0.5126,0.44144,0.72421,2.8205,1.35338,1.12261,0.000437375,0.000437375,0.000437375
199,3906.44,0.37427,0.60204,0.35412,0.8938,0.56725,0.61469,0.56272,0.49693,0.5414,0.57703,0.51343,0.43171,0.71755,2.74112,1.37368,1.10564,0.00043325,0.00043325,0.00043325
200,3926.81,0.38892,0.61591,0.36064,0.90125,0.60395,0.57192,0.55689,0.49215,0.5749,0.54079,0.50632,0.42962,0.73551,2.9517,1.38218,1.13002,0.000429125,0.000429125,0.000429125
201,3947.56,0.37634,0.5831,0.352,0.90109,0.60808,0.57229,0.56114,0.49208,0.56309,0.55592,0.51403,0.43483,0.7178,2.86496,1.37207,1.12884,0.000425,0.000425,0.000425
202,3968.39,0.39003,0.6161,0.3681,0.90955,0.59441,0.57498,0.56298,0.48217,0.53343,0.56712,0.50277,0.41599,0.73457,2.70784,1.38481,1.11096,0.000420875,0.000420875,0.000420875
203,3989.59,0.38002,0.60576,0.3564,0.90439,0.59094,0.58741,0.55145,0.48559,0.55214,0.55304,0.49361,0.41302,0.70038,2.81693,1.43054,1.09694,0.00041675,0.00041675,0.00041675
204,4010.13,0.38237,0.60506,0.3633,0.90336,0.57729,0.59636,0.55099,0.4885,0.54429,0.56176,0.50162,0.43004,0.72314,2.71661,1.40708,1.13621,0.000412625,0.000412625,0.000412625
205,4031.04,0.36819,0.59227,0.36155,0.90376,0.56724,0.60306,0.55586,0.49339,0.53801,0.55968,0.50015,0.43338,0.68375,2.74465,1.33029,1.06311,0.0004085,0.0004085,0.0004085
206,4051.33,0.37851,0.59109,0.35333,0.90414,0.59361,0.58658,0.54799,0.48995,0.56281,0.55452,0.50463,0.44323,0.70506,2.67805,1.47798,1.07368,0.000404375,0.000404375,0.000404375
207,4071.31,0.3832,0.5941,0.35372,0.90525,0.59941,0.58953,0.54517,0.48354,0.55968,0.54812,0.494,0.42659,0.71064,2.57833,1.40388,1.11388,0.00040025,0.00040025,0.00040025
208,4091.28,0.36727,0.57657,0.34155,0.89626,0.59575,0.57922,0.54162,0.48859,0.56355,0.54296,0.49576,0.42897,0.72001,2.89255,1.47872,1.12759,0.000396125,0.000396125,0.000396125
209,4111.5,0.37186,0.58948,0.34576,0.90196,0.59137,0.5786,0.5537,0.49401,0.55918,0.5612,0.50767,0.43824,0.73135,2.79925,1.43725,1.1152,0.000392,0.000392,0.000392
210,4131.58,0.36549,0.57819,0.34396,0.89362,0.57553,0.58391,0.54673,0.4912,0.54316,0.55177,0.48722,0.42059,0.70604,2.90815,1.36558,1.10757,0.000387875,0.000387875,0.000387875
211,4151.94,0.36852,0.5924,0.34668,0.89761,0.57333,0.59417,0.55662,0.49658,0.55147,0.55407,0.50816,0.43593,0.68641,2.92838,1.35629,1.09648,0.00038375,0.00038375,0.00038375
212,4172.04,0.36985,0.58338,0.34905,0.89552,0.5692,0.59316,0.55363,0.48993,0.53309,0.56793,0.50328,0.42295,0.66763,2.80338,1.3814,1.07201,0.000379625,0.000379625,0.000379625
213,4191.91,0.37546,0.58714,0.34925,0.9021,0.57696,0.58495,0.55351,0.49348,0.5341,0.56302,0.49724,0.43549,0.71642,2.61132,1.4649,1.13076,0.0003755,0.0003755,0.0003755
214,4212.39,0.36999,0.55633,0.34368,0.89465,0.60195,0.5769,0.55316,0.48347,0.51644,0.57661,0.486,0.42367,0.72249,2.93942,1.45624,1.11318,0.000371375,0.000371375,0.000371375
215,4233.02,0.37793,0.58977,0.35426,0.89588,0.59561,0.58123,0.5423,0.48107,0.55096,0.5388,0.4863,0.43118,0.7069,2.82818,1.44248,1.11173,0.00036725,0.00036725,0.00036725
216,4253.27,0.36752,0.57016,0.34678,0.90198,0.59604,0.58385,0.54233,0.48256,0.56704,0.54414,0.48593,0.42657,0.70084,2.72744,1.40258,1.10789,0.000363125,0.000363125,0.000363125
217,4273.4,0.37393,0.58788,0.34299,0.90874,0.59769,0.5988,0.57752,0.50632,0.56738,0.56129,0.52618,0.45205,0.68493,2.81177,1.28184,1.08709,0.000359,0.000359,0.000359
218,4293.74,0.37049,0.61047,0.34578,0.90417,0.5689,0.59807,0.56436,0.50138,0.55356,0.56,0.51803,0.44522,0.67996,2.76191,1.39955,1.07911,0.000354875,0.000354875,0.000354875
219,4314.33,0.37059,0.57658,0.34884,0.90247,0.57853,0.61439,0.57157,0.50931,0.55758,0.55362,0.51294,0.44258,0.69751,2.82875,1.33867,1.11085,0.00035075,0.00035075,0.00035075
220,4334.97,0.36931,0.5799,0.3478,0.89939,0.59178,0.59415,0.56538,0.49912,0.54241,0.57005,0.50485,0.43639,0.70688,2.91266,1.37428,1.12967,0.000346625,0.000346625,0.000346625
221,4355.26,0.35636,0.57591,0.33884,0.89618,0.58792,0.60599,0.56038,0.49768,0.56571,0.56014,0.50226,0.4224,0.66909,2.94491,1.35432,1.05792,0.0003425,0.0003425,0.0003425
