epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,8084.96,0.51068,0.8777,0.54555,0.99698,0.61445,0.57641,0.5947,0.51693,0.59255,0.54268,0.5501,0.44813,0.67257,2.2443,1.25804,0.97447,0.000854,0.000854,0.000854
98,8171.96,0.50746,0.83488,0.53598,0.99257,0.6119,0.57909,0.60035,0.50495,0.56785,0.55167,0.54827,0.44745,0.76039,2.23313,1.20672,1.09439,0.000849875,0.000849875,0.000849875
99,8260.78,0.50006,0.8644,0.5183,0.99053,0.6231,0.55655,0.60951,0.51523,0.59458,0.5308,0.56037,0.47273,0.71175,2.24279,1.12738,0.99243,0.00084575,0.00084575,0.00084575
100,8350.01,0.48787,0.8602,0.52766,0.98275,0.60323,0.5848,0.60371,0.51436,0.55369,0.54075,0.54434,0.44753,0.6668,2.17914,1.11687,0.96016,0.000841625,0.000841625,0.000841625
101,8440.38,0.50148,0.86061,0.53969,0.99183,0.62872,0.56204,0.60995,0.52128,0.59237,0.53459,0.55711,0.46273,0.68681,2.00367,1.09519,0.9687,0.0008375,0.0008375,0.0008375
102,8532.62,0.49755,0.84021,0.52326,0.98578,0.61429,0.58511,0.60358,0.52901,0.58614,0.55604,0.55969,0.46939,0.61902,2.11646,1.07021,0.91074,0.000833375,0.000833375,0.000833375
103,8620.5,0.49241,0.79481,0.50888,0.99069,0.59895,0.55899,0.57664,0.50526,0.57224,0.54214,0.54112,0.4508,0.6057,2.18989,1.19731,0.90157,0.00082925,0.00082925,0.00082925
104,8711.93,0.49188,0.82674,0.52496,0.99165,0.63925,0.56887,0.59599,0.51712,0.61762,0.55331,0.56568,0.45974,0.69235,2.28522,1.06958,0.98184,0.000825125,0.000825125,0.000825125
105,8802.01,0.51814,0.86027,0.54548,0.99778,0.63612,0.55175,0.59469,0.52887,0.61319,0.52532,0.56527,0.46921,0.64358,1.9642,1.09809,0.93165,0.000821,0.000821,0.000821
106,8890.28,0.47558,0.81857,0.52213,0.98018,0.59987,0.58843,0.59446,0.52611,0.55075,0.54947,0.53349,0.44684,0.61584,2.1308,1.18973,0.92097,0.000816875,0.000816875,0.000816875
